title,url,source,category,published_date,content
"Antam Cetak Prestasi, Kembali Masuk Tiga Indeks KEHATI",https://www.liputan6.com/saham/read/7893589/antam-cetak-prestasi-kembali-masuk-tiga-indeks-kehati,Liputan6,saham,2026-06-19,"Manajemen Aneka Tambang (Antam) menyebutkan, keberlanjutan bukan hanya aspek kepatuhan tetapi bagian integral dan strategi bisnis.
Liputan6.com, Jakarta - PT Aneka Tambang (Persero) Tbk ( ANTAM ) kembali terpilih sebagai konstituen tiga indeks Environmental, Social, and Governance ( ESG ) terkemuka di pasar modal Indonesia, yaitu Indeks SRI-KEHATI , Indeks ESG Quality 45 IDX KEHATI , dan Indeks ESG Sector Leaders IDX KEHATI untuk periode Juni–November 2026.
Pengakuan ini semakin memperkuat posisi emiten dengan kode saham ANTM sebagai perusahaan pertambangan nasional yang konsisten menerapkan praktik bisnis berkelanjutan dan tata kelola perusahaan yang baik.
Penetapan tersebut diumumkan oleh Bursa Efek Indonesia (BEI) pada 21 Mei 2026 dan dikonfirmasi melalui surat resmi dari Yayasan KEHATI pada 9 Juni 2026. Berdasarkan hasil evaluasi tersebut, ANTAM dinilai memiliki komitmen yang kuat dalam penerapan pengelolaan perusahaan yang berkelanjutan dengan memperhatikan aspek ESG secara konsisten di seluruh kegiatan operasional dan bisnis Perseroan.
Advertisement
Direktur Utama ANTAM, Untung Budiharto, menyampaikan bahwa masuknya ANTAM dalam ketiga indeks ESG KEHATI tersebut merupakan refleksi atas komitmen Perseroan dalam menyeimbangkan pertumbuhan bisnis dengan penciptaan nilai jangka panjang bagi seluruh pemangku kepentingan.
""Bagi ANTAM, keberlanjutan bukan hanya aspek kepatuhan, tetapi merupakan bagian integral dari strategi bisnis jangka panjang Perseroan. Pengakuan ini menjadi motivasi bagi kami untuk terus meningkatkan kinerja ESG sekaligus memperkuat kontribusi ANTAM dalam mendukung pembangunan berkelanjutan Indonesia,” ujar Untung, Jumat (19/6/2026).
Untung menjelaskan, Indeks SRI-KEHATI, ESG Quality 45 IDX KEHATI, dan ESG Sector Leaders IDX KEHATI merupakan indeks yang dikembangkan oleh BEI bersama Yayasan KEHATI untuk mengapresiasi perusahaan-perusahaan yang menunjukkan kinerja unggul dalam aspek keberlanjutan, kualitas tata kelola, serta penciptaan nilai ekonomi yang berkelanjutan.
Keikutsertaan ANTAM dalam ketiga indeks tersebut menjadi indikator positif atas keberhasilan Perseroan dalam mengintegrasikan prinsip ESG ke dalam strategi bisnis, pengelolaan risiko, dan pengambilan keputusan perusahaan.
Pengakuan ini juga memperkuat kepercayaan investor dan pemangku kepentingan terhadap komitmen ANTAM dalam menjalankan praktik pertambangan yang bertanggung jawab serta mendukung pengembangan industri mineral nasional yang berkelanjutan.
Sebagai bagian dari implementasi ESG, ANTAM terus menjalankan berbagai inisiatif keberlanjutan di seluruh wilayah operasional dalam berbagai aspek termasuk pengurangan emisi gas rumah kaca, pengendalian pencemaran lingkungan, reklamasi lahan pascatambang, konservasi keanekaragaman hayati, pengembangan masyarakat, serta penguatan tata kelola perusahaan yang transparan dan akuntabel.
Upaya-upaya tersebut sejalan dengan komitmen Perseroan untuk mendukung target pembangunan berkelanjutan dan agenda transisi menuju ekonomi rendah karbon.
""Ke depan, ANTAM akan terus memperkuat implementasi ESG di seluruh rantai bisnis Perseroan, mulai dari kegiatan eksplorasi, penambangan, pengolahan dan pemurnian,  penjualan dan pemasaran hingga pascatambang serta pengembangan proyek hilirisasi mineral. Langkah ini dilakukan untuk memastikan pertumbuhan perusahaan yang berkelanjutan sekaligus menciptakan nilai tambah bagi masyarakat, lingkungan, dan perekonomian nasional,"" pungkasnya.
Advertisement
Advertisement
Advertisement
Advertisement
Copyright © 2026 Liputan6.com
KLY KapanLagi Youniverse All Right Reserved."
Ini Sikap OJK soal Hasil Pengumuman MSCI,https://economy.okezone.com/read/2026/06/19/278/3225372/ini-sikap-ojk-soal-hasil-pengumuman-msci,Okezone,ekonomi,2026-06-19,"JAKARTA - Otoritas Jasa Keuangan (OJK) menilai hasil evaluasi MSCI Global Market Accessibility Review 2026 bukan sebagai kemunduran, melainkan instrumen evaluasi konstruktif untuk mempercepat pembenahan struktur transparansi, integritas, dan daya saing pasar saham domestik.
Kepala Eksekutif Pengawas Pasar Modal, Keuangan Derivatif, dan Bursa Karbon OJK Hasan Fawzi mengatakan, berdasarkan hasil penilaian makro, mayoritas indikator aksesibilitas pasar Indonesia sebenarnya masih berada dalam posisi yang kokoh dan tidak mengalami pergeseran radikal jika dibandingkan dengan rapor tahun sebelumnya.
""Hasil market accessibility review MSCI yang diumumkan pada Jumat pagi ini menegaskan arah reformasi Pasar Modal Indonesia untuk terus memperkuat kualitas transparansi dan identifikasi coordinated trading dan daya saing pasar,"" kata Hasan dalam keterangan resminya, Jakarta, Jumat (19/6/2026).
Menurut Hasan, arsitektur penilaian aksesibilitas MSCI mencakup lima segmen besar yang dijabarkan ke dalam 18 kriteria pengukuran (measurement).
Dari total indikator tersebut, performa Indonesia mayoritas telah memenuhi standar praktik terbaik (best practice) pasar modal internasional.
Secara rinci, sebanyak 10 kriteria sukses mempertahankan peringkat tertinggi dengan predikat “++” (double plus), yang menandakan sektor tersebut bersih dari masalah operasional.
Selanjutnya, sebanyak enam kriteria mengantongi predikat “+” (single plus) yang berarti performanya cukup baik namun tetap memerlukan pemeliharaan rutin.
Sebaliknya, rapor merah berupa predikat “-” (negatif) hanya disematkan pada dua lini, yakni kriteria Foreign Exchange Market Liberalization Level serta kriteria Information Flow yang berada di bawah rumpun Market Infrastructure.
""Terkait aspek Information Flow di atas. Kami memandang masukan tersebut sebagai bagian dari proses evaluasi yang konstruktif dan sejalan dengan agenda reformasi pasar modal yang saat ini sedang dijalankan bersama oleh OJK, Bursa Efek Indonesia, KSEI, KPEI, serta seluruh pelaku industri,"" jelas Hasan.
© 2007 - 2026 Okezone.com, All Rights Reserved"
"Roy Suryo dan Dokter Tifa Ditangkap, Begini Respons Jokowi",https://news.okezone.com/read/2026/06/19/337/3225368/roy-suryo-dan-dokter-tifa-ditangkap-begini-respons-jokowi,Okezone,berita,2026-06-19,"SOLO - Mantan Presiden Joko Widodo (Jokowi) buka suara terkait penangkapan Roy Suryo dan Tifauzia Tyassuma atau Dokter Tifa, dalam kasus dugaan fitnah dan penyebaran informasi mengenai ijazah palsu. Jokowi menegaskan akan mengikuti seluruh proses hukum yang sedang berjalan.
""Kita ikuti proses hukum yang ada sampai nanti di sidang pengadilan. Karena nanti pengadilan yang akan memutuskan,"" kata Jokowi saat ditemui di kediamannya di Gang Kutai Utara Nomor 1, Kelurahan Sumber, Kecamatan Banjarsari, Kota Solo, Jumat (19/6/2026).
Jokowi menegaskan, dirinya siap hadir langsung dalam persidangan. Ia juga memastikan akan membawa ijazah aslinya ke pengadilan sebagaimana yang telah disampaikan sebelumnya.
""Saya akan hadir. Nanti juga akan saya bawa ijazah aslinya ke persidangan,"" ujarnya.
Menurut Jokowi, saat ini dokumen ijazah tersebut masih berada di Polda Metro Jaya sebagai bagian dari proses hukum yang sedang berlangsung.
© 2007 - 2026 Okezone.com, All Rights Reserved"
"Detik-Detik Penangkapan Roy Suryo, Ditangkap Paksa Dini Hari di Bandung dan Belum Mandi",https://news.okezone.com/read/2026/06/19/337/3225348/detik-detik-penangkapan-roy-suryo-ditangkap-paksa-dini-hari-di-bandung-dan-belum-mandi,Okezone,berita,2026-06-19,"JAKARTA – Kuasa hukum Roy Suryo , Refly Harun, mengungkap kronologi penangkapan kliennya oleh penyidik Polda Metro Jaya terkait kasus dugaan penyebaran tudingan ijazah palsu mantan Presiden RI Joko Widodo (Jokowi), Jumat (19/6/2026).
Refly mengatakan pihaknya memprotes keras tindakan penangkapan tersebut karena menurutnya kedua kliennya selama ini bersikap kooperatif dan rutin menjalani wajib lapor sejak ditetapkan sebagai tersangka pada November 2025.
Selain mempertanyakan alasan penangkapan, Refly juga menyoroti waktu penangkapan yang dilakukan terhadap Roy Suryo.
Refly menyebut Roy Suryo diamankan pada dini hari setelah menghadiri sebuah kegiatan di Bandung, Jawa Barat.
""Mas Roy itu lebih tragis lagi. Pukul setengah satu saya baru berpisah dengan Mas Roy. Setengah satu atau jam satu malam dini hari karena kami ada acara di Bandung,"" ujarnya.
Refly mengatakan Roy Suryo hanya memiliki waktu yang sangat terbatas sebelum dibawa ke Polda Metro Jaya.
""Untung masih sempat shalat subuh. Jadi belum mandi, belum berpakaian secara layak, dan kemudian dipaksa untuk dibawa ke Polda Metro,"" kata Refly.
© 2007 - 2026 Okezone.com, All Rights Reserved"
Bos Honda Minta Veda Ega Cepat Adaptasi dengan Sirkuit dan Cuaca Panas Jelang Moto3 Ceko,https://sports.okezone.com/read/2026/06/19/38/3225346/bos-honda-minta-veda-ega-cepat-adaptasi-dengan-sirkuit-dan-cuaca-panas-jelang-moto3-ceko,Okezone,olahraga,2026-06-19,"JAKARTA - Manajer Honda Team Asia, Hiroshi Aoyama, meminta pembalapnya, Veda Ega Pratama agar segera nyetel dengan Sirkuit Sirkuit Automotodrom Brno. Hal tersebut agar pembalap asal Indonesia itu dapat meraih hasil maksimal.
Rangkaian Moto3 Republik Ceko akan dimulai sesi latihan bebas dan practice pada Jumat (19/6/2026). Balapan utama digelar pada Minggu (21/6/2026).
Hiroshi Aoyama mengatakan, Vega harus memaksimalkan sesi latihan dengan sebaik-baiknya demi mengenal karakter lintasan. Jadi, pembalap tersebut bisa menampilkan performa terbaiknya saat balapan utama.
""Ini adalah sirkuit yang sangat panjang dan indah, 5,4 kilometer dengan banyak perubahan elevasi dan tata letak yang sangat mengalir. Permukaannya cukup halus, dan ini adalah trek di mana para pembalap benar-benar dapat menikmati balapan,"" kata Aoyama dalam keterangan resmi.
Menurutnya, faktor cuaca juga akan menjadi tantangan sepanjang akhir pekan. Jadi, Veda juga ada beradaptasi agar daya tahan tubuhnya lebih siap karena kondisi cuaca akan sangat panas.
""Kondisi diperkirakan akan panas. Ini akan menjadi akhir pekan yang menuntut fisik bagi semua orang,"" katanya.
""Ini akan menjadi sirkuit baru lainnya, jadi tujuan pertama adalah memahami tata letak dengan cepat dan membangun kepercayaan diri sesi demi sesi,"" tuturnya.
© 2007 - 2026 Okezone.com, All Rights Reserved"
Timnas Meksiko Tim Pertama yang Lolos 32 Besar Piala Dunia 2026 Usai Hajar Korea Selatan 1-0!,https://bola.okezone.com/read/2026/06/19/51/3225345/timnas-meksiko-tim-pertama-yang-lolos-32-besar-piala-dunia-2026-usai-hajar-korea-selatan-1-0,Okezone,olahraga,2026-06-19,"TIM Nasional (Timnas) Meksiko menjadi tim pertama yang lolos 32 besar Piala Dunia 2026 . Kepastian itu didapat setelah El Tri -julukan Timnas Meksiko- menang 1-0 atas Korea Selatan di laga kedua Grup A Piala Dunia 2026 yang berlangsung di Estadio Akron, Zapopan, Meksiko pada Jumat (19/6/2026) pagi WIB.
Gol tunggal Timnas Meksiko dicetak Luis Francisco Romo pada menit 50. Kemenangan ini menempatkan Timnas Meksiko di puncak klasemen Grup A Piala Dunia 2026 dengan enam angka, unggul tiga poin atas Korea Selatan di posisi dua.
Sementara dengan Republik Ceko dan Afrika Selatan di posisi tiga dan empat, Timnas Meksiko unggul empat poin. Posisi ini membuat Timnas Meksiko takkan tergeser dari posisi dua besar klasemen akhir Grup A Piala Dunia 2026.
Sesuai regulasi, selain juara dan runner-up, ada delapan tim peringkat tiga terbaik yang diizinkan lolos 32 besar Piala Dunia 2026. Menarik menanti tim mana dari Grup A yang akan mendampingi Meksiko lolos 32 besar Piala Dunia 2026.
Melihat hasil di dua laga awal Grup A, Meksiko hampir pasti finis sebagai juara Grup A. Di laga pamungkas Grup A Piala Dunia 2026 pada Kamis, 25 Juni 2026 pukul 08.00 WIB, Meksiko akan menantang Republik Ceko.
Republik  Ceko menampilkan performa yang jauh di bawah harapan di Piala Dunia 2026. Setelah kalah 1-2 dari Korea Selatan, Republik Ceko ditahan Afrika Selatan 1-1.
© 2007 - 2026 Okezone.com, All Rights Reserved"
"Detik-Detik Penangkapan Roy Suryo, Ditangkap Paksa Dini Hari di Bandung dan Belum Mandi",https://nasional.okezone.com/read/2026/06/19/337/3225348/detik-detik-penangkapan-roy-suryo-ditangkap-paksa-dini-hari-di-bandung-dan-belum-mandi,Okezone,berita,2026-06-19,"JAKARTA – Kuasa hukum Roy Suryo , Refly Harun, mengungkap kronologi penangkapan kliennya oleh penyidik Polda Metro Jaya terkait kasus dugaan penyebaran tudingan ijazah palsu mantan Presiden RI Joko Widodo (Jokowi), Jumat (19/6/2026).
Refly mengatakan pihaknya memprotes keras tindakan penangkapan tersebut karena menurutnya kedua kliennya selama ini bersikap kooperatif dan rutin menjalani wajib lapor sejak ditetapkan sebagai tersangka pada November 2025.
Selain mempertanyakan alasan penangkapan, Refly juga menyoroti waktu penangkapan yang dilakukan terhadap Roy Suryo.
Refly menyebut Roy Suryo diamankan pada dini hari setelah menghadiri sebuah kegiatan di Bandung, Jawa Barat.
""Mas Roy itu lebih tragis lagi. Pukul setengah satu saya baru berpisah dengan Mas Roy. Setengah satu atau jam satu malam dini hari karena kami ada acara di Bandung,"" ujarnya.
Refly mengatakan Roy Suryo hanya memiliki waktu yang sangat terbatas sebelum dibawa ke Polda Metro Jaya.
""Untung masih sempat shalat subuh. Jadi belum mandi, belum berpakaian secara layak, dan kemudian dipaksa untuk dibawa ke Polda Metro,"" kata Refly.
© 2007 - 2026 Okezone.com, All Rights Reserved"
"BI Rate Jadi 5,75 Persen, Dirut Bank Mandiri Buka Suara soal Bunga Kredit",https://economy.okezone.com/read/2026/06/19/320/3225340/bi-rate-jadi-5-75-persen-dirut-bank-mandiri-buka-suara-soal-bunga-kredit,Okezone,ekonomi,2026-06-19,"JAKARTA - PT Bank Mandiri (Persero) Tbk ( BMRI ) menyatakan kualitas portofolio kredit perseroan tetap berada dalam kondisi yang sehat dan terkendali. Hal ini menyusul langkah agresif Bank Indonesia (BI) yang baru saja mengerek suku bunga acuan (BI Rate) sebesar 25 basis poin ke level 5,75 persen.
Direktur Utama Bank Mandiri, Riduan menegaskan bahwa indikator rasio kredit bermasalah (Non-Performing Loan/NPL) perseroan saat ini bertengger di level yang sangat aman. Berdasarkan basis data internal terbaru, manajemen belum melihat adanya tanda-tanda pemburukan kolektibilitas dari para debitur.
""Mandiri rendah kan NPL-nya 0,97 (persen) jadi so far kita tidak terlalu, sampai hari ini tren vintage (analisis vintage) kualitasnya masih bagus,"" ujar Riduan saat ditemui awak media di kompleks Istana Kepresidenan, dikutip Jumat (19/6/2026).
Merespons keputusan pengetatan moneter oleh bank sentral, Riduan memandang langkah tersebut merupakan bagian dari dinamika pasar makro yang wajar. Pihak manajemen menegaskan akan bersikap adaptif dalam menyelaraskan operasional bisnis dengan arah kebijakan moneter nasional.
""Itu mekanisme yang harus kita ikuti,"" kata Riduan.
© 2007 - 2026 Okezone.com, All Rights Reserved"
"Roy Suryo dan Dokter Tifa Ditangkap, Begini Respons Jokowi",https://nasional.okezone.com/read/2026/06/19/337/3225368/roy-suryo-dan-dokter-tifa-ditangkap-begini-respons-jokowi,Okezone,berita,2026-06-19,"SOLO - Mantan Presiden Joko Widodo (Jokowi) buka suara terkait penangkapan Roy Suryo dan Tifauzia Tyassuma atau Dokter Tifa, dalam kasus dugaan fitnah dan penyebaran informasi mengenai ijazah palsu. Jokowi menegaskan akan mengikuti seluruh proses hukum yang sedang berjalan.
""Kita ikuti proses hukum yang ada sampai nanti di sidang pengadilan. Karena nanti pengadilan yang akan memutuskan,"" kata Jokowi saat ditemui di kediamannya di Gang Kutai Utara Nomor 1, Kelurahan Sumber, Kecamatan Banjarsari, Kota Solo, Jumat (19/6/2026).
Jokowi menegaskan, dirinya siap hadir langsung dalam persidangan. Ia juga memastikan akan membawa ijazah aslinya ke pengadilan sebagaimana yang telah disampaikan sebelumnya.
""Saya akan hadir. Nanti juga akan saya bawa ijazah aslinya ke persidangan,"" ujarnya.
Menurut Jokowi, saat ini dokumen ijazah tersebut masih berada di Polda Metro Jaya sebagai bagian dari proses hukum yang sedang berlangsung.
© 2007 - 2026 Okezone.com, All Rights Reserved"
"Roy Suryo dan Dokter Tifa Ditangkap Polda Metro, Begini Kronologinya",https://nasional.okezone.com/read/2026/06/19/337/3225331/roy-suryo-dan-dokter-tifa-ditangkap-polda-metro-begini-kronologinya,Okezone,berita,2026-06-19,"JAKARTA - Pakar telematika Roy Suryo dan pegiat media sosial Tifauzia Tyassuma atau dokter Tifa ditangkap penyidik Polda Metro Jaya. Keduanya merupakan tersangka kasus tudingan ijazah palsu Presiden ke-7 RI Joko Widodo (Jokowi).
Kuasa hukum Roy Suryo dan Dokter Tifa, Refly Harun berbicara terkait kronologi penangkapan terhadap keduanya. Menurut Refly, tidak ada tanda-tanda sebelumnya bahwa kedua kliennya bakal ditangkap.
Namun, sebelum Roy Suryo ditangkap di Jakarta, dirinya bersama Roy Suryo menghadiri sebuah kegiatan di Bandung. Keduanya baru berpisah sekira pukul 00.30-01.00 WIB.
“Sama sekali tidak ada. Saya sama Mas Roy baru berpisah kira-kira pukul 00.30 WIB dini hari tadi, karena kita ada acara di Bandung bersama-sama,” kata Refly di iNews TV, Jumat (19/6/2026).
“Jadi, kebetulan kita satu mobil dan kemudian baru berpisah antara 00.30, pukul 01.00 WIB dini hari di daerah Kuningan, saya duluan pulang ke rumah, Mas Roy setelah itu,” sambung dia.
Refly menerangkan tidak ada tanda-tanda Roy Suryo dan dokter Tifa akan ditangkap. Sebab, menurutnya, kasus ini sudah tidak layak untuk diteruskan lantaran sudah melampaui batas waktu.
“Jadi sama sekali kita tidak bicara tanda-tanda, bahkan kita meyakini bahwa kasus ini sudah tidak layak lagi ditindaklanjuti karena sudah melampaui waktu yang banyak, sudah melanggar hukum acara baik KUHAP lama maupun KUHAP baru,” ujarnya.
© 2007 - 2026 Okezone.com, All Rights Reserved"
"Ada 5 Titik Demo di Jakarta Hari Ini, Ribuan Personel Gabungan Dikerahkan",https://megapolitan.okezone.com/read/2026/06/19/338/3225321/ada-5-titik-demo-di-jakarta-hari-ini-ribuan-personel-gabungan-dikerahkan,Okezone,berita,2026-06-19,"JAKARTA - Aksi unjuk rasa akan digelar di lima titik di wilayah Jakarta Pusat pada hari ini, Jumat (19/6/2026). Sejumlah lokasi demonstrasi berpotensi menimbulkan kemacetan.
Kasi Humas Polres Metro Jakarta Pusat Iptu Erlyn Sumantri menyebutkan demonstrasi pertama digelar pukul 10.00 WIB oleh Dewan Pengurus Nasional Tani Merdeka Indonesia dan beberapa elemen masyarakat lainnya di Cawan Selatan Monas.
“Untuk unjuk rasa kedua, dari Kepresma Universitas Trisakti dan beberapa elemen masyarakat lainnya di Gedung DPR/MPR pukul 11.00 WIB,” kata Erlyn, Jumat.
Aksi unjuk rasa yang ketiga, kata dia, digelar oleh Ikatan Senat Mahasiswa Ekonomi Indonesia di kawasan Bundaran Hotel Indonesia (HI) pukul 10.00 WIB.
Kemudian, ada unjuk rasa dari Gabungan Mahasiswa dan Pemuda Nusantara di Tugu Tani dan Kementerian Keuangan. Aksi tersebut rencananya digelar pukul 13.00 WIB.
“Untuk mengawal jalannya aksi unjuk rasa, sebanyak 4.263 personel gabungan dikerahkan. Mulai dari Polda Metro Jaya, Polres Metro Jakarta Pusat, jajaran Polsek, dan pihak terkait lainnya,” ujarnya.
Sementara itu, rekayasa lalu lintas (lalin) di titik demonstrasi akan dilakukan situasional dengan mempertimbangkan jumlah massa di lapangan. “Masyarakat diimbau untuk mencari jalur alternatif lainnya agar terhindar dari kemacetan,” katanya.
(Arief Setyadi )
News Okezone memberikan berita terkini dengan akurat dan terpercaya. Ikuti informasi terbaru tentang politik, sosial, dan peristiwa penting lainnya, langsung dari sumber yang terpercaya.
© 2007 - 2026 Okezone.com, All Rights Reserved"
PLN Jelaskan Penyebab Pemadaman Listrik Bergilir di Pulau Jawa,https://kumparan.com/pln-jelaskan-penyebab-pemadaman-listrik-bergilir-di-pulau-jawa-27cuL9RaZbv,Kumparan,ekonomi,2026-06-19,"PT  (Persero) menjelaskan penyebab terjadinya  di sejumlah wilayah di Pulau . Perusahaan menyebut terdapat dua unit pembangkit besar yang mengalami gangguan, sehingga tidak dapat beroperasi sementara dan berdampak pada kemampuan pasokan listrik sistem.
Executive Vice President Komunikasi Korporat dan TJSL PLN, Gregorius Adi Trianto, mengatakan sistem kelistrikan Jawa saat ini masih beroperasi dan terkendali dengan baik. Namun, untuk menjaga keandalan pasokan listrik kepada pelanggan, PLN menerapkan manajemen beban secara terbatas dan terukur di sejumlah wilayah.
“Langkah tersebut dilakukan karena terdapat kendala teknis operasional pembangkit serta ada dua unit pembangkit besar yang mengalami gangguan sehingga tidak beroperasi sementara dan menurunkan kemampuan sistem pasokan listrik,” kata Gregorius dalam keterangannya, Jumat (19/6).
Gregorius memastikan PLN akan terus melakukan percepatan pemulihan juga mengoptimalkan pasokan dari pembangkit lain. Selain itu, PLN juga akan mengatur operasi sistem, tujuannya untuk menjaga keseimbangan pasokan dan kebutuhan listrik sekaligus meminimalkan dampak kepada pelanggan.
“PLN memohon maaf atas ketidaknyamanan yang dialami pelanggan. Manajemen beban ini bersifat sementara dan akan segera dihentikan secara bertahap seiring dengan membaiknya kondisi pasokan sistem,” jelasnya.
Sebelumnya, Menteri Energi dan Sumber Daya Mineral (ESDM), Bahlil Lahadalia, menegaskan bahwa tidak akan ada lagi pemadaman listrik meski pasokan batu bara untuk pembangkit masih menghadapi kendala.
Menurut Bahlil, kebutuhan batu bara berkalori menengah sebesar 5.200 kcal/kg GAR untuk Juni 2026 masih belum sepenuhnya terpenuhi. Pemerintah saat ini sedang mencari solusi melalui pembentukan tim pengadaan lintas sektor guna memastikan pasokan bagi pembangkit listrik tetap aman.
""Ada kendala memang sedikit terhadap batu bara yang medium, kalori yang 5.200. Kita kan tahu bahwa sekarang kan kalori batu bara kita ini semakin hari kan semakin rendah, nah ini yang kita lagi cari solusinya, tapi secara yang lainnya enggak ada masalah,"" kata Bahlil di Kantor Kemenko Bidang Perekonomian, Jakarta Pusat, Kamis (18/6)."
Saat Peron Jadi Tempat Sujud: Salat Jumat di Stasiun KRL Kampung Bandan,https://kumparan.com/saat-peron-jadi-tempat-sujud-salat-jumat-di-stasiun-krl-kampung-bandan-27cu1OMC54v,Kumparan,berita,2026-06-19,"Stasiun Kampung Bandan, Jakarta Utara, mendadak berubah fungsi setiap Jumat siang. Area peron yang biasanya dipenuhi penumpang lalu lalang ini menjadi tempat pelaksanaan Salat Jumat.
Kondisi ini terjadi karena keterbatasan daya tampung Masjid Jami' Al-Hidayah. Masjid berukuran kecil ini terletak di pintu utara pemukiman warga dan posisinya menempel langsung dengan bangunan Stasiun Kampung Bandan.
Setiap waktu Salat Jumat tiba, kapasitas masjid tidak mampu menampung jumlah jemaah. Jemaah yang datang merupakan gabungan dari warga pemukiman sekitar hingga penumpang KRL Commuter Line yang sengaja turun untuk beribadah.
Karena bagian dalam masjid sudah penuh, jemaah terpaksa meluber ke dalam stasiun. Mereka memanfaatkan ruang kosong untuk menggelar sajadah yang dibawa masing-masing.
Pantauan di lokasi, saf jemaah tersebar di beberapa titik stasiun. Area utama berada di peron jalur bawah, khususnya peron arah Angke atau Tanah Abang. Selain di peron, saf salat juga memenuhi jembatan penyeberangan antarperon hingga area sekitar anak tangga stasiun.
Pihak stasiun memberikan toleransi khusus selama ibadah berlangsung. Pagar pembatas dibuka oleh petugas agar jemaah dari luar stasiun bisa masuk ke area peron tanpa harus melakukan pengetukan kartu (tapping). Petugas pun tampak berjaga.
Salah seorang warga setempat, Fandi (28), mengatakan sudah biasa menunaikan Salat Jumat di dalam stasiun karena jarak rumahnya yang dekat.
""Sering Salat di sini, rumah saya dekat sini,"" kata Fandi saat ditemui di lokasi, Jumat (19/6).
Menjalankan ibadah di tengah stasiun yang aktif membuat jemaah harus terbiasa dengan suara operasional kereta. Pengeras suara stasiun tetap berbunyi mengumumkan jadwal, dan deru KRL sesekali melintas di samping saf salat.
“Walaupun agak berisik kalau kereta lewat, kadang kaget juga dengar klakson kereta, ya suasananya beda lah mas,"" ucap Fandi.
Mengenai aturan dari pihak stasiun, Fandi menjelaskan petugas memaklumi kondisi tersebut dan membantu akses masuk jemaah.
""Sejauh ini sih keliatannya pihak stasiun enggak pernah negor. Itu juga pagar dibukain kan, jadi enggak perlu pakai kartu buat masuk stasiunnya,"" jelasnya.
Setelah salat selesai, aktivitas stasiun langsung kembali normal dengan cepat. Jemaah segera melipat sajadah mereka.
Warga lokal langsung bergerak keluar meninggalkan stasiun, sementara jemaah yang merupakan penumpang KRL langsung berdiri mengantre di peron untuk menunggu datangnya kereta dan melanjutkan perjalanan."
"Perundingan AS-Iran Batal Digelar di Swiss, Timur Tengah Masih Membara",https://kumparan.com/perundingan-as-iran-batal-digelar-di-swiss-timur-tengah-masih-membara-27ctpxWcFyy,Kumparan,berita,2026-06-19,"Perundingan antara Amerika Serikat (AS) dan Iran yang rencananya digelar di Swiss pada Jumat (19/6) resmi dibatalkan. Pembatalan tersebut memicu meningkatnya ketidakpastian gencatan senjata di Timur Tengah.
Pembatalan ini terjadi setelah Wakil Presiden AS JD Vance membatalkan rencana kunjungan ke Jenewa, Swiss, yang sebelumnya menjadi lokasi pertemuan.
""Logistik dari negosiasi ini tidak pernah sederhana atau dapat diprediksi,"" kata juru bicara Gedung Putih dalam pernyataan pada Kamis (18/6) malam, dikutip dari Reuters.
Ia menambahkan bahwa delegasi AS sebenarnya sudah siap berangkat begitu jadwal final disepakati.
Pemerintah Swiss mengonfirmasi bahwa pertemuan di resor Burgenstock tidak akan berlangsung, namun tidak menjelaskan alasan pembatalan tersebut.
Kementerian Luar Negeri Swiss hanya menyebut bahwa agenda tersebut dibatalkan tanpa rincian tambahan.
Iran belum memberikan respons resmi terkait pembatalan ini.
Sebelumnya, Trump dan Presiden Iran Masoud Pezeshkian telah menandatangani nota kesepahaman atau Memorandum of Understanding (MoU) untuk damai pada Rabu (17/6).
Teheran menyatakan siap memulai pembicaraan teknis setelah kesepakatan sementara 14 poin memperpanjang gencatan senjata hingga 60 hari, termasuk di front Lebanon.
""Pihak Iran perlu melihat tanda-tanda implementasi kesepakatan interim terlebih dahulu,"" kata kantor berita semi-resmi Tasnim.
Trump juga menegaskan ingin mengakhiri perang dengan tuntutan ""menyerah tanpa syarat"" dari Iran.
Namun kesepakatan terbaru justru mencakup pelonggaran sanksi ekonomi dan pembekuan aset bernilai puluhan miliar dolar.
Pemimpin Tertinggi Iran Ayatollah Mojtaba Khamenei menyebut Trump bertindak karena ""keputusasaan"".
Ia juga memperingatkan bahwa negosiasi nuklir lanjutan akan berlangsung sulit.
""Jika pihak Amerika terlalu menuntut, kami tidak akan menerimanya,"" ujarnya dalam pesan resmi yang dilansir Reuters.
Kesepakatan itu memberi waktu 60 hari untuk menentukan status program nuklir Iran.
Sementara itu, Israel yang tidak ikut dalam perundingan tetap melanjutkan operasi militer terhadap kelompok Hizbullah di Lebanon.
Serangan terbaru Israel di Lebanon kembali menewaskan sedikitnya 15 orang, menurut laporan media negara NNA.
Situasi ini menambah keraguan terhadap keberlanjutan kesepakatan damai yang sedang diupayakan.
Dua pejabat Israel pada Kamis (18/6) menyebut pihaknya bernegosiasi dengan AS untuk mempertahankan pasukan di Lebanon selatan."
